,id,fstart,fend,ftype,pers,volume,logvol,majority class,homogeneity,major class size,major class coverage,idx
0,1,0.0000010728830375228426,0.000521356164840654,minima-saddle,0.000024675991880940273,14,2.70805020110221,shower curtain,1,14,0.0104,1
1,6,-0,0.0007977878558449447,minima-saddle,0.0007977878558449447,478,6.171700597410915,neck brace,1,478,0.3886,2
2,7,-0,0.0031986285466700792,minima-saddle,0.0031986285466700792,983,6.891625897052253,chambered nautilus,1,983,0.7281,3
3,18,-0,0.0005202832818031311,minima-saddle,0.000027894584491150454,166,5.117993812416755,pill bottle,1,166,0.123,4
4,31,-0,0.0024827865418046713,minima-saddle,0.0024827865418046713,649,6.476972362889683,cicada,1,649,0.4807,5
5,58,-0,0.0005202832818031311,minima-saddle,0.00036530973738990724,691,6.539585955617669,abacus,1,691,0.5119,6
6,67,-0,0.0008168459753505886,minima-saddle,0.0008168459753505886,576,6.3578422665081,bolo tie,1,576,0.4267,7
7,81,-0,0.0010189585154876113,minima-saddle,0.0010189585154876113,392,5.973809611869261,doormat,1,392,0.2904,8
8,92,-0,0.0005202832818031311,minima-saddle,0.00025650550378486514,432,6.07073772800249,bib,1,432,0.32,9
9,94,-0,0.0005202832818031311,minima-saddle,0.00029845553217455745,837,6.731018100482083,crossword puzzle,1,837,0.62,10
10,99,-0,0.0010024051880463958,minima-saddle,0.0010024051880463958,555,6.320768294250582,wombat,1,555,0.4111,11
11,100,-0,0.0008422164828516543,minima-saddle,0.0008422164828516543,722,6.583409222158765,hay,1,722,0.5348,12
12,105,-0,0.0005202832818031311,minima-saddle,0.00006103329360485077,76,4.343805421853684,muzzle,1,76,0.0642,13
13,107,-0,0.0005202832818031311,minima-saddle,0.00001728519782773219,144,4.976733742420574,bullet train,1,144,0.1067,14
14,114,-0,0.0005202832818031311,minima-saddle,0.0002131234941771254,573,6.352629396319567,bubble,1,573,0.4244,15
15,125,-0,0.0005202832818031311,minima-saddle,0.00024339574156329036,610,6.415096959171596,parking meter,1,610,0.4519,16
16,127,-0,0.0005202832818031311,minima-saddle,0.0004451475979294628,547,6.306275286948016,oscilloscope,1,547,0.4052,17
17,129,0.000047801782784517854,0.000568085064587649,minima-saddle,0.000198573456145823,16,2.833213344056216,cardigan,1,16,0.0119,18
18,135,-0,0.0009691785671748221,minima-saddle,0.0009691785671748221,565,6.338594078203183,tile roof,1,565,0.4185,19
19,147,-0,0.0005202832818031311,minima-saddle,0.00021562635083682835,546,6.304448802421981,torch,1,546,0.4044,20
20,170,-0,0.0007281036232598126,minima-saddle,0.0007281036232598126,644,6.4692503167957724,custard apple,1,644,0.477,21
21,179,0.0000010728830375228426,0.000521356164840654,minima-saddle,0.0002613915130496025,17,2.8903717578961645,spatula,1,17,0.0126,22
22,186,0.000002264974000354414,0.0005225482558034856,minima-saddle,0.000034093198337359354,28,3.367295829986474,ambulance,1,28,0.0207,23
23,193,-0,0.0005202832818031311,minima-saddle,0.00037901371251791716,928,6.834108738813838,hourglass,1,928,0.6874,24
24,196,-0,0.002736040623858571,minima-saddle,0.002736040623858571,973,6.881411303642535,slot,1,973,0.7207,25
25,200,-0,0.0015691122971475124,minima-saddle,0.0015691122971475124,490,6.19644412779452,cowboy boot,1,490,0.363,26
26,201,0.0000020265558760002023,0.0005223098376791313,minima-saddle,0.00009190595301333815,130,4.875197323201151,triumphal arch,1,130,0.0963,27
27,203,-0,0.0005202832818031311,minima-saddle,0.000023483953555114567,374,5.926926025970411,sewing machine,1,374,0.277,28
28,205,-0,0.0011718557216227055,minima-saddle,0.0011718557216227055,911,6.815639990074331,stupa,1,911,0.6748,29
29,228,-0,0.0005202832818031311,minima-saddle,0.00047136162174865603,558,6.326149473155099,spindle,1,558,0.4133,30
30,234,-0,0.0005202832818031311,minima-saddle,0.00018261195509694517,471,6.156978985585555,iron,1,471,0.3489,31
31,235,-0,0.0005202832818031311,minima-saddle,0.0004343043256085366,672,6.511745329644728,Arabian camel,1,672,0.4978,32
32,236,-0,0.0005202832818031311,minima-saddle,0.00046135272714309394,365,5.902633333401366,ice lolly,1,365,0.2704,33
33,246,-0,0.0007286992622539401,minima-saddle,0.0007286992622539401,452,6.115892125483034,toaster,1,452,0.3348,34
34,251,-0,0.0005202832818031311,minima-saddle,0.00027366707217879593,461,6.135564891081739,basketball,1,461,0.3415,35
35,269,-0,0.0028643079567700624,minima-saddle,0.0028643079567700624,861,6.759255270663693,hummingbird,0.9988385438919067,860,0.637,36
36,282,-0,0.0008248264202848077,minima-saddle,0.0008248264202848077,1047,6.954638864880987,harp,1,1047,0.7756,37
37,284,-0,0.0013815154088661075,minima-saddle,0.0013815154088661075,636,6.456769655572163,submarine,1,636,0.4711,38
38,287,-0,0.0005202832818031311,minima-saddle,0.00037448544753715396,655,6.486160788944089,steel drum,1,655,0.4852,39
39,306,-0,0.0005202832818031311,minima-saddle,0.00018046658078674227,232,5.4510384535657,syringe,1,232,0.1719,40
40,309,-0,0.0012696071062237024,minima-saddle,0.0012696071062237024,921,6.826545223556594,gondola,0.9989142417907715,920,0.6815,41
41,323,1.1920928244535389e-7,0.0005204024910855765,minima-saddle,0.0003266992571298033,103,4.6443908991413725,bath towel,1,103,0.0763,42
42,366,-0,0.0005202832818031311,minima-saddle,0.00002109982233378105,310,5.739792912179234,bottlecap,1,310,0.2296,43
43,396,-0,0.000936189026106149,minima-saddle,0.000936189026106149,706,6.561030665896573,jigsaw puzzle,1,706,0.523,44
44,399,-0,0.0005202832818031311,minima-saddle,0.0003381395654287189,242,5.493061443340548,knee pad,1,242,0.1793,45
45,402,-0,0.0005202832818031311,minima-saddle,0.000058053239627042785,559,6.327936783729195,guillotine,1,559,0.4194,46
46,404,-0,0.0049634575843811035,minima-saddle,0.0049634575843811035,870,6.769641976852503,cauliflower,1,870,0.6444,47
47,406,-0,0.0005202832818031311,minima-saddle,0.0004167880106251687,858,6.755768921984255,carousel,1,858,0.6356,48
48,409,-0,0.0005202832818031311,minima-saddle,0.00006329813186312094,318,5.765191102784844,sundial,1,318,0.2356,49
49,411,-0,0.0005202832818031311,minima-saddle,0.0004727914638351649,338,5.82600010738045,plate rack,0.9970414042472839,337,0.3055,50
50,412,-0,0.0010845737997442484,minima-saddle,0.0010845737997442484,613,6.419994928147142,plane,1,613,0.4541,51
51,413,-0,0.0005202832818031311,minima-saddle,0.000016569954823353328,239,5.480638923341991,fireboat,1,239,0.177,52
52,416,-0,0.0005202832818031311,minima-saddle,0.00030489088385365903,565,6.338594078203183,yurt,1,565,0.4185,53
53,427,-0,0.0005202832818031311,minima-saddle,0.00034767304896377027,710,6.566672429803241,triceratops,1,710,0.5395,54
54,445,-0,0.0005202832818031311,minima-saddle,0.0002882065309677273,479,6.173786103901937,accordion,1,479,0.3548,55
55,460,-0,0.0005202832818031311,minima-saddle,0.00017891713650897145,728,6.591673732008658,maypole,1,728,0.5393,56
56,473,-0,0.0007717015105299652,minima-saddle,0.0007717015105299652,480,6.175867270105761,harmonica,1,480,0.3556,57
57,478,-0,0.0005202832818031311,minima-saddle,0.000037431014789035544,213,5.365976015021851,ocarina,1,213,0.1578,58
58,488,-0,0.0005620330339297652,minima-saddle,0.0005620330339297652,467,6.148468295917647,hotdog,1,467,0.3459,59
