-0,14.201678276062
1.19209282445354e-07,0.015406877733767
1.9073468138231e-06,0.0130723854526877
-0,0.00971506163477898
-0,0.00732734892517328
2.38418550679853e-07,0.0063379006460309
-0,0.0061337798833847
1.19209282445354e-07,0.00462616654112935
-0,0.00414809351786971
0.0121882418170571,0.0160383358597755
0.0138346562162042,0.0166130028665066
-0,0.00224374164827168
0.00107695267070085,0.0032174033112824
0.0038617099635303,0.00507020903751254
0.000940714729949832,0.00203557126224041
0.00758576765656471,0.0086620319634676
0.000352797243976966,0.00121662486344576
0.000952505273744464,0.00174096587579697
0.00193373032379895,0.00259681837633252
0.00114804145414382,0.00178594759199768
0.000380801153369248,0.000949766079429537
0.00252773496322334,0.00299564865417778
0.00347712403163314,0.00387097243219614
0.000136723712785169,0.000403442041715607
0.00117840454913676,0.00144305964931846
0.000297621299978346,0.000557148188818246
0.00119031127542257,0.00139627687167376
0.000458612164948136,0.000641021295450628
0.0130377924069762,0.0132138039916754
0.000177248497493565,0.000344932195730507
0.000290351686999202,0.000427512335591018
0.000692366214934736,0.0008085080771707
0.000161396354087628,0.000259604130405933
2.01461662072688e-05,0.000109428139694501
0.000377941236365587,0.000444670964498073
0.000301673193462193,0.000367454718798399
0.000119798161904328,0.000177367692231201
9.05949564184994e-05,0.000140776261105202
0.000142564153065905,0.000189643993508071
0.000175341498106718,0.000220870424527675
0.000322647480061278,0.000367454718798399
5.54307844140567e-05,9.82236306299455e-05
3.55237389157992e-05,7.09270098013803e-05
6.09140915912576e-05,9.464769391343e-05
4.12455628975295e-05,7.21190226613544e-05
0.000205734075279906,0.000228498101932928
1.54971951360494e-06,2.41991929215146e-05
0.000141848999192007,0.000160800409503281
1.71659903571708e-05,3.54045332642272e-05
5.2808321925113e-05,7.08078077877872e-05
3.94574963138439e-05,5.50731747352984e-05
3.15899633278605e-05,4.60137271147687e-05
5.12586811964866e-05,6.54437608318403e-05
4.99474444950465e-05,6.32981318631209e-05
2.50339189733495e-06,1.54970875883009e-05
2.9205850296421e-05,4.17223818658385e-05
9.810443589231e-05,0.000110262510133907
1.78813775164599e-06,1.38281820909469e-05
2.36031610256759e-05,3.48085050063673e-05
2.74180979431549e-06,1.38281820909469e-05
2.30071273108479e-05,3.37356614181772e-05
3.60005578841083e-05,4.58945251011755e-05
9.53673861658899e-07,1.0013530300057e-05
2.98018785542808e-05,3.86230640287977e-05
3.19475802825764e-05,3.9934315282153e-05
3.69548115486396e-06,1.1205610462639e-05
7.51015704736346e-06,1.45434278238099e-05
2.38418550679853e-07,7.03332352713915e-06
4.16031762142666e-05,4.83978001284413e-05
7.8677821875317e-06,1.44242203532485e-05
1.09671946120216e-05,1.70467828866094e-05
4.58945251011755e-05,5.16162908752449e-05
1.15632337838179e-05,1.70467828866094e-05
2.95634672511369e-05,3.50469163095113e-05
3.11131407215726e-05,3.65965825039893e-05
2.98022769129602e-06,8.10619894764386e-06
4.06495419156272e-05,4.54177061328664e-05
1.09671946120216e-05,1.56162950588623e-05
-0,4.52994254374062e-06
1.19209282445354e-07,4.41073416368454e-06
2.98022769129602e-06,6.43728071736405e-06
3.57627811808925e-07,3.69548115486396e-06
3.69548115486396e-06,7.03332352713915e-06
1.72851978277322e-05,2.03845811483916e-05
4.52994254374062e-06,7.51015704736346e-06
1.66892868946888e-06,4.41073416368454e-06
4.88756904815091e-06,7.62936542741954e-06
6.79490631227964e-06,9.53669768932741e-06
4.17231649407768e-06,6.79490631227964e-06
3.93389882447082e-06,6.43728071736405e-06
2.0265558760002e-06,4.41073416368454e-06
7.15253190719523e-06,9.53669768932741e-06
3.45706348525709e-06,5.72202952753287e-06
4.76837044516287e-07,2.62260095951206e-06
2.05037867999636e-05,2.26495085371425e-05
-0,2.0265558760002e-06
1.28745205074665e-05,1.4901050235494e-05
9.0598650785978e-06,1.09671946120216e-05
0.000110262510133907,0.000112169647763949
4.52994254374062e-06,6.31807233730797e-06
6.43728071736405e-06,8.10619894764386e-06
7.39094866730738e-06,9.0598650785978e-06
1.60931249411078e-05,1.76428184204269e-05
1.10864020825829e-05,1.25168971862877e-05
1.1205610462639e-05,1.25168971862877e-05
7.39094866730738e-06,8.58303246786818e-06
3.45706348525709e-06,4.52994254374062e-06
6.07965512244846e-06,7.15253190719523e-06
2.0265558760002e-06,2.98022769129602e-06
2.98022769129602e-06,3.93389882447082e-06
6.07965512244846e-06,7.03332352713915e-06
4.76837044516287e-07,1.31130127556389e-06
7.15255509931012e-07,1.54971951360494e-06
1.43051045142784e-06,2.26497400035441e-06
3.45706348525709e-06,4.29152532888111e-06
1.47818427649327e-05,1.56162950588623e-05
4.76837044516287e-07,1.19209221338679e-06
1.19209221338679e-06,1.9073468138231e-06
1.31130127556389e-06,2.0265558760002e-06
1.31130127556389e-06,2.0265558760002e-06
2.38418550679853e-07,8.34464685794956e-07
1.19209221338679e-06,1.78813775164599e-06
1.19209221338679e-06,1.78813775164599e-06
1.03711545307306e-05,1.09671946120216e-05
1.58547099999851e-05,1.6450747352792e-05
8.48734125611372e-05,8.54694080771878e-05
2.38418550679853e-07,7.15255509931012e-07
3.57627811808925e-07,8.34464685794956e-07
1.31130127556389e-06,1.78813775164599e-06
5.34043356310576e-05,5.38811473234091e-05
-0,3.57627811808925e-07
-0,3.57627811808925e-07
8.34464685794956e-07,1.19209221338679e-06
1.31130127556389e-06,1.66892868946888e-06
3.57627232006053e-06,3.93389882447082e-06
1.22784813356702e-05,1.26361046568491e-05
-0,2.38418550679853e-07
1.19209282445354e-07,3.57627811808925e-07
2.38418550679853e-07,4.76837044516287e-07
1.31130127556389e-06,1.54971951360494e-06
1.31130127556389e-06,1.54971951360494e-06
2.98022769129602e-06,3.21864558827656e-06
6.91411469233572e-06,7.15253190719523e-06
-0,1.19209282445354e-07
-0,1.19209282445354e-07
-0,1.19209282445354e-07
1.19209282445354e-07,2.38418550679853e-07
2.38418550679853e-07,3.57627811808925e-07
2.38418550679853e-07,3.57627811808925e-07
3.57627811808925e-07,4.76837044516287e-07
3.57627811808925e-07,4.76837044516287e-07
