,n,train_pearson,val_pearson,train_spearman,val_spearman
full_average_branching_factor,57,0.07801286698694596,0.07764642957111563,0.13899248449524673,0.09865397164489122
full_colless_index,57,0.09486612855985399,0.0959663784724016,0.2203895657965078,0.22146130992726007
full_sackin_index,57,0.10393473784728573,0.10049492448948208,-0.13757297387474318,-0.12100965549039022
full_average_sackin_index,57,-0.4831161101758253,-0.4765566269950213,-0.34441959110992715,-0.32171810179490223
full_total_volume,57,-8.658837463112262e-18,-2.3940015025369848e-17,0.0,0.0
full_missing_colless_frac,57,0.05732430488299672,0.055172744389024087,0.10698128407727779,0.05163941763293008
mnist_average_branching_factor,57,0.07801286698694596,0.07764642957111563,0.13899248449524673,0.09865397164489122
mnist_colless_index,57,0.09486612855985399,0.0959663784724016,0.2203895657965078,0.22146130992726007
mnist_sackin_index,57,0.10393473784728573,0.10049492448948208,-0.13757297387474318,-0.12100965549039022
mnist_average_sackin_index,57,-0.4831161101758253,-0.4765566269950213,-0.34441959110992715,-0.32171810179490223
mnist_total_volume,57,-8.658837463112262e-18,-2.3940015025369848e-17,0.0,0.0
mnist_missing_colless_frac,57,0.05732430488299672,0.055172744389024087,0.10698128407727779,0.05163941763293008
resnet_average_branching_factor,57,0.07801286698694596,0.07764642957111563,0.13899248449524673,0.09865397164489122
resnet_colless_index,57,0.09486612855985399,0.0959663784724016,0.2203895657965078,0.22146130992726007
resnet_sackin_index,57,0.10393473784728573,0.10049492448948208,-0.13757297387474318,-0.12100965549039022
resnet_average_sackin_index,57,-0.4831161101758253,-0.4765566269950213,-0.34441959110992715,-0.32171810179490223
resnet_total_volume,57,-8.658837463112262e-18,-2.3940015025369848e-17,0.0,0.0
resnet_missing_colless_frac,57,0.05732430488299672,0.055172744389024087,0.10698128407727779,0.05163941763293008
mnist_resnet_average_branching_factor,57,0.07801286698694596,0.07764642957111563,0.13899248449524673,0.09865397164489122
mnist_resnet_colless_index,57,0.09486612855985399,0.0959663784724016,0.2203895657965078,0.22146130992726007
mnist_resnet_sackin_index,57,0.10393473784728573,0.10049492448948208,-0.13757297387474318,-0.12100965549039022
mnist_resnet_average_sackin_index,57,-0.4831161101758253,-0.4765566269950213,-0.34441959110992715,-0.32171810179490223
mnist_resnet_total_volume,57,-8.658837463112262e-18,-2.3940015025369848e-17,0.0,0.0
mnist_resnet_missing_colless_frac,57,0.05732430488299672,0.055172744389024087,0.10698128407727779,0.05163941763293008
